檔名,中文,客語漢字,客語拼音,標籤,備註
DF101J2003_027.wav,妹妹背書包去上學,老妹揹書包去學校,lo31 moi53 ba113 shu33 bau35 ki53 hog54 gau31,,
DF101J2003_028.wav,妹妹很喜歡吃蘿蔔糕,阿妹當好食菜頭粄,a33 moi53 dong33 hau53 shid54 coi53 teu113 ban31,,
DF101J2003_029.wav,爸爸要去申請護照,阿爸愛去申請護照,a33 ba33 oi33 ki53 shin33 ciang31 fu53 zheu53,,
DF101J2003_030.wav,慢慢走不用急,定定行毋使趕緊,tin53 tin53 hang113 m113 sii31 guan31 gin31,,
DF101J2003_031.wav,冬天北部經常下雨,寒天北部長在落雨,hon113 tien33 bed21 pu53 chong113 cai53 log54 rhi31,,
DF101J2003_032.wav,別為了這個喪氣,毋好為著這來失志,m113 ho31 vui53 do31 lia31 loi113 shid21 zhi53,,
DF101J2003_033.wav,是誰打來的電話,係麼人打來个電話,he33 mag21 ngin113 da31 loi113 gai33 tien53 fa53,,說話時的另一個音
DF101J2003_034.wav,垃圾要做資源回收,垃圾愛做資源回收,la31 sab21 oi33 zo53 zii33 ngien113 fui113 shiu33,,
DF101J2003_035.wav,請問需要什麼服務,請問需要麼个服務,ciang31 mun53 si33 rheu53 mag21 gai33 fug54 mu53,,說話時的另一個音
DF101J2003_036.wav,恭喜發財新年快樂,恭喜發財新年快樂,giung33 hi31 fad21 cai113 sin33 ngien113 kuai53 log54,,
DF101J2003_037.wav,我愛你他生氣了,𠊎愛你佢起譴咧,ngai113 oi53 hn113 gi113 ki31 kien31 le33,,
DF101J2003_038.wav,今天的菜口味如何,今晡日个菜口味仰脣,gim33 bi33 ngid21 gai33 coi53 kieu31 mui53 ngiong31 shun113,,
DF101J2003_039.wav,請不要在車裡吃東西,請毋好在車肚食東西,ciang31 m113 ho31 to33 cha33 du31 shid54 dung33 si33,,
DF101J2003_040.wav,學生要穿制服去學校,學生愛著制服去學校,hog54 sang35 oi33 zhog21 zhi53 fug54 ki33 hog54 gau31,,
DF101J2003_041.wav,伯伯住的樓房有電梯,阿伯戴个樓屋有電梯,a33 bag21 dai53 gai33 leu113 vug21 rhiu33 tien53 toi35,,
DF101J2003_042.wav,我走路去郵局寄信,𠊎行路去郵局寄信,ngai113 hang113 lu53 ki33 rhiu113 kiug54 gi53 sin53,,
DF101J2003_043.wav,我在十字路口等你,𠊎在十字路口等你,ngai113 to33 shib54 sii53 lu53 kieu31 den31 hn113,,
DF101J2003_044.wav,他這次用信用卡付款,佢這擺用信用卡付款,gi113 lia31 bai31 rhung53 sin53 rhung53 ka31 fu53 kuan31,,
DF101J2003_045.wav,弟弟通過認證考試了,老弟通過認證考試了,lo31 te33 tung33 go53 ngin53 zhin53 kau31 shi53 le33,,
DF101J2003_046.wav,在網路上買東西很方便,在網路買東西當利便,to33 miong31 lu53 mai33 dung33 si33 dong33 li53 pien53,,
DF101J2003_047.wav,新的工作你做得習慣嗎,新个頭路你做得慣無,sin33 gai33 teu113 lu53 hn113 zo53 ded21 guan53 mo113,,
DF101J2003_048.wav,今天放假不必上學,今晡放尞毋使去學校,gim33 bi35 biong53 liau53 m113 sii31 ki33 hog54 gau31,,
DF101J2003_049.wav,休息一下好久不見,歇睏一下恁久無看着,hied21 kun53 rhid21 ha53 an31 giu31 mo113 kon53 do31,,
DF101J2003_050.wav,謝謝你不客氣對不起,勞瀝毋使細義失禮,lo113 lad54 m113 sii31 se53 ngi53 shid21 li33,,
DF101J2003_051.wav,不好意思沒關係拜託你,敗勢無關係拜託你,pai33 she53 mo113 guan33 he53 bai53 tog21 hn113,,
DF101J2003_052.wav,你認識他嗎我不認識他,你識佢無𠊎毋識佢,hn113 shid21 gi113 mo113 ngai113 m113 shid21 gi113,,
DF101J2003_053.wav,我好累我好高興,𠊎當𤸁𠊎當暢,ngai113 dong33 kioi53 ngai113 dong33 tiong53,,
DF101J2003_054.wav,爸爸每天早上都要喝咖啡,阿爸逐朝晨都愛食咖啡,a33 ba33 dag21 zheu33 shun113 do33 oi33 shid54 ga33 bi33,,
DF101J2003_055.wav,他穿新褲子去外婆家,佢著新褲去外阿婆屋家,gi113 zhog21 sin33 ku53 ki33 nguai53 a33 po113 vug21 ka33,,
DF101J2003_056.wav,請問這件衣服是什麼尺寸,請問這領衫係麼个尺寸,ciang31 mun53 lia31 liang33 sam33 he53 mag21 gai33 chag21 cun53,,說話時的另一個音
DF101J2003_057.wav,這麼吵你怎麼受得了,恁吵鬧你仰脣佇得著,an31 cau113 nau53 hn113 ngiong31 shun113 du53 ded21 diau113,,
DF101J2003_058.wav,他們每天晚上都要去補習,厥等逐暗晡都愛去補習,gia33 nen35 dag21 am53 bu33 do33 oi33 ki33 bu31 sib54,,
DF101J2003_059.wav,夏天大家比較喜歡去海邊玩,熱天大家較好去海脣尞,ngied54 tien33 tai53 ga33 ka33 hau53 ki53 hoi31 shun113 liau53,,
DF101J2003_060.wav,生病要快點去看醫生,有病愛遽遽去分先生看,rhiu33 piang53 oi33 giag21 giag21 ki53 bun33 sin33 sen33 kon53,,
DF101J2003_061.wav,今天的報紙你看了嗎,今晡日个報紙你有看吂,gim33 bi33 ngid21 gai33 bo53 zhi31 hn113 rhiu33 kon53 mang113,,
DF101J2003_062.wav,我昨晚失眠睡不著,𠊎昨暗晡反躁睡毋得,ngai113 ca113 am53 bu33 fan31 cau53 shoi53 m113 ded21,,
DF101J2003_063.wav,表哥每天都很認真工作,表哥逐日都當認真做事,biau31 go33 dag21 ngid21 do33 dong33 ngin53 zhin33 zo53 she53,,
DF101J2003_064.wav,晚上開車要比較小心一點,暗晡頭駛車愛較注意兜,am53 bu33 teu113 sii31 cha33 oi33 kag21 zhu53 rhi53 deu35,,發音者的發音
DF101J2003_065.wav,請問可以找誰幫忙,請問使得尋麼人𢯭手,ciang31 mun53 sii31 ded21 cim113 med21 ngin113 ten53 shiu31,,說話時的另一個音
DF101J2003_066.wav,你會了嗎讓我想一下,你曉得吂分𠊎想一下,hn113 hiau31 ded21 mang113 bun33 ngai113 siong31 rhid21 ha53,,
DF101J2003_067.wav,你住哪裡有人在家嗎,你戴哪位有人在屋家無,hn113 dai53 ne53 vui53 rhiu33 ngin113 to33 vug21 ka33 mo113,,
DF101J2003_068.wav,我回來了你要去哪裡,𠊎轉來咧你愛去哪位,ngai113 zhon31 loi113 le33 hn113 oi33 ki53 ne53 vui53,,
DF101J2003_069.wav,早安吃飽飯了嗎最近好嗎,恁早食飽吂恁久好無,an31 zo31 shid54 bau31 mang113 an31 giu31 ho31 mo113,,
DF101J2003_070.wav,好可愛喔好討厭喔,還得人惜喔還得人惱喔,han113 ded21 ngin113 siag21 o31 han113 ded21 ngin113 nau33 o33,,
DF101J2003_071.wav,你好棒啊哪裡哪裡,你還慶喔哪有無影啦,hn113 han113 kiang53 o31 ne53 rhiu33 mo113 rhang31 la31,,
DF101J2003_072.wav,我們經常一起團購美食,吾等輒輒共下鬥緊買美食,nga33 nen35 ziab54 ziab54 kiung53 ha53 deu53 gin31 mai33 mui33 shid54,,
DF101J2003_073.wav,發霉的東西就不能吃了,生菇个東西斯使毋得食咧,sang33 gu33 gai33 dung33 si33 sii33 sii31 m113 ded21 shid54 le31,,
DF101J2003_074.wav,明天可以在家打電動,天光日使得在屋家打電動,tien33 gong33 ngid21 sii31 ded21 to33 vug21 ka33 da31 tien53 tung53,,
DF101J2003_075.wav,一起去公園運動,共下來*去公園運動啊了,kiung53 ha53 loi113 *ki53 li35 gung33 rhen113 rhun53 tung53 a33 le113,,
DF101J2003_076.wav,這條路比較進那條路比較遠,這條路較近該條路較遠,lia31 tiau113 lu53 ka33 kiun33 gai53 tiau113 lu53 ka33 rhen31,,
DF101J2003_077.wav,喝酒不開車開車不喝酒,食酒莫駛車駛車莫食酒,shid54 ziu31 mog54 sii31 cha33 sii31 cha33 mog54 shid54 ziu31,,
DF101J2003_078.wav,我忙得不可開交,𠊎無閒去會轉鉸毋得了,ngai113 mo113 han113 ki33 voi33 zhon31 gau53 m113 ded21 le33,,
DF101J2003_079.wav,爸爸不在家媽媽還沒回家,阿爸無在屋家阿姆還吂轉,a33 ba33 mo113 to33 vug21 ka33 a33 me33 han113 mang113 zhon31,,
DF101J2003_080.wav,再見慢走有空來玩,正來尞順行有閒正來尞,zhang33 loi113 liau53 shun53 hang113 rhiu33 han113 zhang33 loi113 liau53,,
DF101J2003_081.wav,她丈夫很英俊你太太很漂亮,厥老公當派頭若餔娘當靚,gia33 lo31 gung33 dong33 pai53 tau113 ngia33 bu33 ngiong113 dong33 ziang33,,
DF101J2003_082.wav,天氣多變要穿暖一點,天時多變化愛著較燒暖兜,tien33 shi113 do33 bien53 fa53 oi33 zhog21 ka33 sheu33 non33 deu35,,
DF101J2003_083.wav,便利商店可以買到很多東西,便利商店使得買著當多東西,pien53 li53 shong33 diam53 sii31 ded21 mai33 do31 dong33 do33 dung33 si33,,
DF101J2003_084.wav,下次再約時間一起閒聊,下次擺過再約時間共下坐尞,ha53 ci53 bai31 go53 zai53 rhog21 shi113 gien33 kiung53 ha53 co33 liau53,,
DF101J2003_085.wav,中午很熱不可以出去運動,當晝頭當熱毋好出去運動,dong33 zhiu53 teu113 dong33 ngied54 m113 ho31 chud21 ki33 rhun53 tung53,,
DF101J2003_086.wav,我正在講電話請等一下,𠊎當講緊電話請等一下,ngai113 dong33 gong31 gin31 tien53 fa53 ciang31 den31 rhid21 ha53,,
DF101J2003_087.wav,我準備好了可以開始了,𠊎準備好了使得開始了,ngai113 zhun31 pi53 ho31 le33 sii31 ded21 koi33 chi31 le33,,
DF101J2003_088.wav,這件事情被你講得這麼輕鬆,這件事情分你講到恁輕可,lia31 kien53 sii53 cin113 bun33 hn113 gong31 do31 an31 kiang33 ko31,,發音者的發音
DF101J2003_089.wav,抱歉打擾了你要趕時間嗎,敗勢勞攪了你愛赴時間無,pai33 she53 lo113 gau31 le33 hn113 oi33 fu53 shi113 gien33 mo113,,
DF101J2003_090.wav,有什麼問題嗎你想得真周到,有麼个問題無你想去真周到,rhiu33 mag21 gai33 mun53 ti113 mo113 hn113 siong31 ki33 zhin33 zhiu33 do53,,說話時的另一個音
DF101J2003_091.wav,最近忙什麼他要照顧他媽媽,這站無閒麼个佢愛照顧厥姆,lia31 zam53 mo113 han113 mag21 gai33 gi113 oi33 zheu53 gu53 gia33 me33,,說話時的另一個音
DF101J2003_092.wav,客家人用福菜當伴手禮相當受歡迎,客人用覆菜做等路已受歡迎,kag21 ngin113 rhung53 pug21 coi53 zo53 den31 lu53 i53 shiu53 fan33 ngiang113,,
DF101J2003_093.wav,爺爺有糖尿病不能吃太甜,阿爹有糖尿病使毋得食忒甜,a33 da33 rhiu33 tong113 ngiau53 piang53 sii31 m113 ded21 shid54 ted21 tiam113,,
DF101J2003_094.wav,把燈關掉麻煩你開燈好嗎,電火關撇佢麻煩你開電火好無,tien53 fo31 guan33 ped21 gi113 ma113 fan113 hn113 koi33 tien53 fo31 ho31 mo113,,
DF101J2003_095.wav,快點快來不及了開車要小心,遽兜會赴毋着咧駛車愛細義,giag21 deu35 voi33 fu53 m113 do31 le33 sii31 cha33 oi33 se53 ngi53,,
DF101J2003_096.wav,請問貴姓我姓黃名叫大民,請問上姓𠊎姓黃安做大民,ciang31 mun53 shong53 siang53 ngai113 siang53 vong113 on33 zo53 tai53 min113,,
DF101J2003_097.wav,生日快樂身體健康萬事如意,生日快樂身體康健萬事如意,sang33 ngid21 kuai53 log54 shin33 ti31 kong33 kien53 van53 sii53 rhi113 rhi53,,
DF101J2003_098.wav,客家文化園區經常舉辦展覽活動,客家文化園區輒輒舉辦展覽活動,kag21 ga33 vun113 fa53 rhen113 ki33 ziab54 ziab54 gi31 pan53 zhen31 lam31 fad54 tung53,,
DF101J2003_099.wav,你今天穿得好漂亮要去喝喜酒是嗎,你今晡著都恁派頭愛去食酒係無,hn113 gim33 bi35 zhog21 do31 an31 pai53 teu113 oi33 ki33 shid54 ziu31 he53 mo113,,
DF101J2003_100.wav,你遲到了請稍等我馬上過來,你慢到咧請等一下𠊎黏時來,hn113 man53 do53 le33 ciang31 den31 rhid21 ha53 ngai113 ngiam113 shi113 loi113,,
DF101J2003_101.wav,我要睡午覺很晚了可以上床睡覺了,𠊎愛睡當晝恁夜咧好去睡目咧,ngai113 oi33 shoi53 dong33 zhiu53 an31 rha53 le33 ho31 ki33 shoi53 mug21 le33,,
DF101J2003_102.wav,祖父在房間裡休息弟弟在客廳看電視,阿爹在間肚歇睏老弟在廳下看電視,a33 da33 to33 gien33 du31 hied21 kun53 lo31 te33 to33 ten33 ha33 kon53 tien53 shi53,,
DF101J2003_103.wav,媽媽在廚房煮飯我每天早上掃地,阿姆在灶下煮飯𠊎逐朝晨掃地泥,a33 me33 to33 zo53 ha33 zhu31 pon53 ngai113 dag21 zheu33 shun113 so53 ti53 ne113,,
DF101J2003_104.wav,有客人在不可以打赤膊進入室內請脫鞋,有人客來毋好打赤膊入屋請脫鞋,rhiu33 ngin113 kag21 loi113 m113 ho31 da31 chag21 bog21 ngib54 vug21 ciang31 tod21 he113,,
DF101J2003_105.wav,搭火車要先買票請問高鐵車站怎麼走,坐火車愛先買票請問高鐵車頭仰脣行,co33 fo31 cha33 oi33 sen33 mai33 piau53 ciang31 mun53 go33 tied21 cha33 teu113 ngiong31 shun113 hang113,,
DF101J2003_106.wav,我尿急想要小便妹妹在浴室洗澡,𠊎尿出想愛屙尿老妹在洗身間洗身,ngai113 ngiau53 chud21 siong31 oi33 o33 ngiau53 lo31 moi53 to33 se31 shin33 gien35 se31 shin33,,說話時尾音習慣上揚
DF101J2003_107.wav,叫計程車不必煩惱停車問題搭飛機比較快,喊計程車毋使愁停車問題坐飛行機較遽,hem33 gie53 chang113 cha33 m113 sii31 seu113 tin113 cha33 mun53 ti113 co33 fui33 hang113 gi33 ka33 giag21,,
DF101J2003_108.wav,我每天騎腳踏車上班騎機車要戴安全帽,𠊎逐日騎鐵馬上班騎喔多拜愛戴安全帽,ngai113 dag21 ngid21 ki113 tied21 ma35 shong33 ban33 ki113 o33 do53 bai53 oi33 dai53 on33 cion113 mo53,,
DF101J2003_109.wav,老人搭公車免費搭捷運不可以吃東西,老人家坐巴士毋使錢坐捷運做毋得食東西,lo31 ngin113 ga33 co33 ba33 sii31 m113 sii31 cien113 co33 ciab54 rhun53 sii31 m113 ded21 shid54 dung33 si33,,
DF101J2003_110.wav,冬天穿毛衣很暖和夏天很熱穿短袖就可以了,寒天著膨線衫當燒暖熱天當熱著短袖斯使得咧,hon113 tien33 zhog21 pong53 sien53 sam33 dong33 sheu33 non33 ngied54 tien33 dong33 ngied54 zhog21 don31 ciu53 sii33 sii31 ded21 le33,,
DF101J2003_111.wav,前面向右轉就到雲林縣政府了,頭前斡正手片斯到雲林縣政府咧,teu113 cien113 vad21 zhin53 shiu31 pien31 sii33 do53 rhun113 lim113 rhen53 zhin53 fu31 le33,,
DF101J2003_112.wav,他住哪裡他住金門縣,佢戴哪位佢戴金門縣,gi113 dai53 ne53 vui53 gi113 dai53 gim33 mun113 rhen53,,
DF101J2003_113.wav,會議地點在哪裡會議地點在高雄市路竹區,會議地點在哪位會議地點在高雄市路竹區,fui53 ngi53 ti53 diam31 to33 ne53 vui53 fui53 ngi53 ti53 diam31 to33 go33 hiung113 shi53 lu53 zhug21 ki33,,
DF101J2003_114.wav,這張照片是什麼地方這是新北市八里區,這張相片係麼个所在這係新北市八里區,lia31 zhong33 siong53 pien31 he53 mag21 gai33 so31 cai53 lia31 he53 sin33 bed21 shi53 bad21 li33 ki33,,說話時的另一個音
DF101J2003_115.wav,請問屏東縣林邊鄉公所在幾樓在四樓,請問屏東縣林邊鄉公所在幾多樓在四樓,ciang31 mun53 pin113 dung33 rhen53 lim113 bien33 hiong33 gung33 so31 to33 gid21 do33 leu113 to33 si53 leu113,,
DF101J2003_116.wav,我要回鳳林火車停在第七月台要快點去才不會趕不上,𠊎愛轉鳳林火車停在第七月台愛遽遽去正毋會赴毋着,ngai113 oi33 zhon31 fung53 lim113 fo31 cha33 tin113 to33 ti53 cid21 ngied54 toi113 oi33 giag21 giag21 ki53 zhang33 m113 voi33 fu53 m113 do31,,
DF101J2003_117.wav,哥哥後天要坐四點的火車去宜蘭出差,阿哥後日愛坐四點个火車去宜蘭出差,a33 go33 heu33 ngid21 oi33 co33 si53 diam31 gai33 fo31 cha33 ki33 ngi113 lan113 chud21 cai33,,
DF101J2003_118.wav,明天我要坐首班車去八堵車到站了趕快下車,天光𠊎愛坐頭枋車去七堵車到站咧遽遽落車,tien33 gong35 ngai113 oi33 co33 teu113 biong33 cha33 ki33 cid21 du113 cha33 do53 zam53 le33 giag21 giag21 log54 cha33,,
DF101J2003_119.wav,請問池上火車站怎麼去我帶你去火車站好多人喔,請問池上火車頭仰脣去𠊎帶你去火車頭還多人哦,ciang31 mun53 chi113 shong53 fo31 cha33 teu113 ngiong31 shun113 ki53 ngai113 dai53 hn113 ki53 fo31 cha33 teu113 han113 do33 ngin113 o31,,
DF101J2003_120.wav,接駁車會從本院開到瑞穗火車站在本院大門口乘車,接送車會對本院駛到瑞穗火車頭在本院大門口坐車,ziab21 sung53 cha35 voi33 dui53 bun31 rhen53 sii31 do53 sui53 sui53 fo31 cha33 teu113 to33 bun31 rhen53 tai53 mun113 kieu31 co33 cha33,,
DF101J2003_121.wav,請問你從哪裡來我從宜蘭來,請問你對哪位來𠊎對宜蘭來,ciang31 mun53 hn113 dui53 ne53 vui53 loi113 ngai113 dui53 ngi113 lan113 loi113,,
DF101J2003_122.wav,我爸準備去要臺南出差一個半月,吾爸準備愛去臺南出差個半月,nga33 ba33 zhun31 pi53 oi33 ki53 toi113 nam113 chud21 cai33 gai53 ban53 ngied54,,
DF101J2003_123.wav,他一個人去彰化打拚他媽媽很擔心,佢一個人去彰化打拚厥姆當愁,gi113 rhid21 gai53 ngin113 ki53 zhong33 fa53 da31 biang53 gia33 me33 dong33 seu113,,
DF101J2003_124.wav,請問你有來過澎湖嗎,請問你識來過澎湖無,ciang31 mun53 hn113 shid21 loi113 go53 pang113 fu113 mo113,,
DF101J2003_125.wav,請問我要去花蓮該怎麼轉車,請問𠊎愛去花蓮愛仰脣盤車,ciang31 mun53 ngai113 oi33 ki53 fa33 lien113 oi33 ngiong31 shun113 pan113 cha33,,
DF101J2003_126.wav,請問到金門要開多久要開三小時,請問到金門愛駛幾久愛駛三點鐘久,ciang31 mun53 do53 gim33 mun113 oi33 sii31 gid21 giu31 oi33 sii31 sam33 diam31 zhung33 giu31,,
DF101J2003_127.wav,到新竹大約還有幾公里還有四公里,到新竹大約還有幾多公里還有四公里,do53 sin33 zhug21 tai53 rhog21 han113 rhiu33 gid21 do33 gung33 li33 han113 rhiu33 si53 gung33 li33,,
DF101J2003_128.wav,阿松哥十一月三十日要娶妻,阿松哥十一月三十愛討餔娘,a33 ciung113 go35 shib54 rhid21 ngied54 sam33 shib54 oi33 to31 bu33 ngiong113,,說話時尾音習慣上揚
DF101J2003_129.wav,七月七日學校放假那天去看電影好嗎,七月初七學校放尞該日來去看電影好無,cid21 ngied54 cu33 cid21 hog54 gau31 biong53 liau53 gai53 ngid21 loi113 ki53 kon53 tien53 rhang31 ho31 mo113,,
DF101J2003_130.wav,根據政府的公告六月十五日放假不過前一個週六要上班,根據政府个公告六月十五放尞毋過前一個禮拜六愛上班,gin33 ki31 zhin53 fu31 gai33 gung33 go53 liug21 ngied54 shib54 ng31 biong53 liau53 m113 go53 cien113 rhid21 gai33 li33 bai53 liug21 oi33 shong33 ban33,,
DF101J2003_131.wav,王先生你掛的是三月二十六日上午的門診,王先生你掛个係三月二十六朝脣个門診,vong113 sin33 sen33 hn113 gua53 gai33 he53 sam33 ngied54 ngi53 shib54 liug21 zheu33 shun113 gai33 mun113 zhin31,,
DF101J2003_132.wav,報名從六月三日開始到七月十八日為止,報名對六月初三起勢到七月十八為止,bo53 miang113 dui53 liug21 ngied54 cu33 sam33 ki31 shi53 do53 cid21 ngied54 shib54 bad21 vui113 zhi31,,
DF101J2003_133.wav,客語認證的認證日是三月十八日,客語認證个認證日係三月十八,kag21 ngi33 ngin53 zhin53 gai33 ngin53 zhin53 ngid21 he53 sam33 ngied54 shib54 bad21,,
DF101J2003_135.wav,今年客家桐花祭從四月十三日開始到五月七日為止,今年客家桐花祭對四月十三開始到五月初七為止,gim33 ngien113 kag21 ga33 tung113 fa33 zi53 dui53 si53 ngied54 shib54 sam33 koi33 shi31 do53 ng31 ngied54 cu33 cid21 vui113 zhi31,,
DF101J2003_136.wav,今天是星期幾今天是星期六店裡有買一送一的活動,今晡係拜幾今晡係拜六店項有買一送一个活動,gim33 bi35 he53 bai53 gi31 gim33 bi35 he53 bai53 liug21 diam53 hong33 rhiu33 mai33 rhid21 sung53 rhid21 gai33 fad54 tung53,,
DF101J2003_137.wav,你幫我看一下今天是星期幾今天是星期五,你同𠊎看下今晡係拜幾今晡係拜五,hn113 tung113 ngai113 kon53 ha53 gim33 bi35 he33 bai53 gi31 gim33 bi35 he33 bai53 ng31,,
DF101J2003_138.wav,下禮拜一要考試你知道嗎下禮拜日要記得交作業,下禮拜一愛考試你知無下禮拜日愛記得交作業,ha53 li33 bai53 rhid21 oi33 kau31 shi53 hn113 di33 mo113 ha53 li33 bai53 ngid21 oi33 gi53 ded21 gau33 zog21 ngiab54,,
DF101J2003_139.wav,上禮拜四整天下雨,上禮拜四歸日落雨,shong53 li33 bai53 si53 gui33 ngid21 log54 rhi31,,
DF101J2003_140.wav,週三他請假你代理一下好嗎,拜三佢請假你代理一下好無,bai53 sam33 gi113 ciang31 ga31 hn113 toi53 li33 rhid21 ha53 ho31 mo113,,
DF101J2003_141.wav,我沒戴手錶不知道現在幾點現在是九點,𠊎無戴時錶毋知這下幾多點這滿係九點,ngai113 mo113 dai53 shi113 biau31 m113 di33 lia31 ha53 gid21 do33 diam31 lia31 man35 he33 giu31 diam31,,
DF101J2003_142.wav,你明天要坐幾點的火車我要坐十一點的火車,你天光愛坐幾多點个火車𠊎愛坐十一點个火車,hn113 tien33 gong35 oi33 co33 gid21 do33 diam31 gai33 fo31 cha33 ngai113 oi33 co33 shib54 rhid21 diam31 gai33 fo31 cha33,,
DF101J2003_143.wav,今天七點要開會喔請幫忙準備資料,今晡七點愛開會哦請𢯭手準備資料,gim33 bi35 cid21 diam31 oi33 koi33 fui53 o33 ciang31 ten53 shiu31 zhun31 pi53 zii33 liau53,,
DF101J2003_144.wav,一點可以開飯了飯前要先洗手飯後要漱口,一點好食飯咧食飯前愛先洗手食飯後愛湯嘴,rhid21 diam31 ho31 shid54 pon53 le33 shid54 pon53 cien113 oi33 sien33 se31 shiu31 shid54 pon53 heu53 oi33 tong33 zhoi53,,
DF101J2003_145.wav,超過十點還沒到就算遲到了,超過十點還吂到斯算慢到咧,cheu33 go53 shib54 diam31 han113 mang113 do53 sii33 son53 man53 do53 le33,,
DF101J2003_146.wav,我每天十二點要看電視新聞別一直看電視眼睛會看壞掉,𠊎逐日十二點愛看電視新聞毋好緊看電視目珠會看壞撇,ngai113 dag21 ngid21 shib54 ngi53 diam31 oi33 kon53 tien53 shi53 sin33 vun113 m113 ho31 gin31 kon53 tien53 shi53 mug21 zhu33 voi33 kon53 fai53 ped21,,
DF101J2003_147.wav,天氣變好了你等一下有空嗎五點一起去運動,天時轉好咧你等加有閒無五點共下來去運動,tien33 shi113 zhon31 ho31 le33 hn113 den31 ga35 rhiu33 han113 mo113 ng31 diam31 kiung53 ha53 loi113 ki33 rhun53 tung53,,說話時尾音習慣上揚
DF101J2003_148.wav,現在幾點了三點大家一起去聚餐,這下幾多點咧三點大家共下來去打鬥四,lia31 ha53 gid21 do33 diam31 le33 sam33 diam31 tai53 ga33 kiung53 ha53 loi113 ki33 da31 deu53 si53,,
DF101J2003_149.wav,你明天幾點要來八點你們先開動沒關係,你天光幾多點愛來七點若等先食緊來毋怕,hn113 tien33 gong35 gid21 do33 diam31 oi33 loi113 cid21 diam31 ngia33 nen35 sen33 shid54 gin31 loi113 m113 pa53,,
DF101J2003_150.wav,為了趕六點看電視他扒飯扒很快,為着赴六點看電視佢划飯划當遽,vui113 do31 fu53 liug21 diam31 kon53 tien53 shi53 gi113 pa33 pon53 pa33 dong33 giag21,,
DF101J2003_151.wav,不好意思請你明天兩點再打電話來掛號,失禮哦請你天光兩點正過打電話來掛號,shid21 li33 o33 ciang31 hn113 tien33 gong35 liong31 diam31 zhang33 go53 da31 tien53 fa53 loi113 gua53 ho53,,
